E_fst,E_fst_elstat,E_fst_VdW,E_fst_SP,group_size,type_of_complex_in_group,E_snd_SP,avg_E_fst,avg_E_snd_SP,E_third,alt_E_third,E_third_SP,avg_E_third,avg_alt_E_third,avg_E_third_SP,is_real
5073.88,2985.79,10504.7,89.95,14,centroid,0,4698.64,0,-2557.31,-21.66,0,-2364.24,-7.89,0,No
4349.9,1114.52,16212.69,50.08,20,border,0,4659.45,-45.03,-2532.82,0,0,-2406.37,0,0,No
4544.7,2197.72,11452.92,-394.75,14,border,-265.37,4597.02,-201.28,-2525.71,0,-254.8,-2342.04,0,-190.64,No
5716.91,1616.38,20590.2,122.59,13,centroid,0,4933.91,0,-2519.56,-26.5,0,-2386.78,-31.31,0,No
4627.84,1513.82,15372.43,-276.67,13,middle,-210.24,4695.81,-299.11,-2511.54,0,-211.6,-2225.37,0,-243.02,No
4490.06,1444.81,15167.01,-82.96,13,centroid,-56.04,4582.67,-54.45,-2496.59,-1.11,0,-2291.99,0,-14.9,No
4754.41,2808.56,9507.53,-310.44,13,middle,-95.29,4709.78,-84.74,-2469.37,-34.69,-123.59,-2469.37,-34.69,-123.59,No
5208.55,955.37,21452.98,261.93,20,middle,0,4598.18,0,-2436.14,-17.9,0,0,0,0,No
4809.54,2981.2,8710.6,-603.51,15,border,-497.16,4626.41,-388.12,-2432.54,-94.23,-473.73,-2280.22,-65.11,-401.1,No
4811.47,3257.07,7635.26,-191.43,18,border,-174.8,4724.88,-142.26,-2430.37,-13.26,-166.0,-2430.37,-13.26,-166.0,No
4360.49,1044.68,16365.38,-299.16,18,centroid,-231.77,4492.32,-230.43,-2399.4,0,-149.97,-2399.4,0,-149.97,No
4538.12,2496.11,9793.0,-583.9,16,centroid,-350.56,4498.23,-328.68,-2397.82,-35.49,-277.82,-2395.24,-30.75,-281.66,No
4880.22,2072.68,13977.98,-83.57,13,border,0,4828.63,0,-2389.82,0,-21.12,-2389.82,0,-21.12,No
5081.67,2476.99,12639.88,-536.92,17,middle,-361.47,4673.03,-367.82,-2373.54,-48.45,-310.69,-2284.13,-44.47,-317.8,Yes
4612.09,1131.17,17089.41,-441.26,20,border,-350.58,4809.95,-424.85,-2347.54,0,-264.98,0,0,-361.89,No
4773.92,2712.88,10094.91,-294.44,17,centroid,-279.37,4663.3,-255.39,-2261.68,-10.02,-231.82,-2261.68,-10.02,-231.82,No
4972.69,2375.4,12817.71,-236.18,17,centroid,-148.97,4875.34,-132.71,-2242.34,-9.19,-150.76,-2237.91,-17.65,-138.92,No
4356.21,1888.78,11901.89,-609.36,14,border,-417.96,4557.39,-374.01,-2236.4,0,-386.51,-2236.4,0,-386.51,Yes
4374.82,2218.2,10651.7,-183.93,16,centroid,-114.06,4719.01,-128.07,-2126.64,0,-146.52,-2126.64,0,-146.52,No
5347.07,4549.42,3616.43,-520.55,19,middle,-358.1,4920.22,-300.23,-1890.91,-81.53,-276.77,-1890.91,-81.53,-276.77,No
4462.75,2608.73,8796.8,-662.64,14,centroid,-480.9,4457.44,-492.39,-1853.42,0,-390.54,0,0,-447.58,No
5376.63,3447.18,9440.7,-289.15,13,middle,-301.1,4953.95,-295.29,0,0,-286.69,0,0,-314.76,No
4962.1,3356.22,7595.52,-607.38,18,middle,-477.71,4699.41,-402.73,0,0,-476.54,0,0,-476.54,No
4533.73,3572.34,4281.82,-735.15,14,middle,-541.99,4508.41,-548.03,0,0,-545.23,0,0,-545.23,No
4391.97,3736.71,2734.6,-758.39,18,border,-627.69,4655.21,-469.98,0,0,-613.63,0,0,-613.63,No
5452.58,2521.97,14197.57,-637.63,12,middle,-398.35,5054.72,-420.51,-3239.89,-59.64,-369.92,-3239.89,-59.64,-369.92,No
5003.98,2349.67,13082.23,-265.02,16,middle,-224.95,4918.65,-220.32,-3228.38,-139.45,-200.89,-2430.48,-72.93,-204.61,No
4951.84,1474.95,16805.53,-810.5,16,middle,-649.26,5298.15,-688.43,-3226.89,-49.77,-539.81,-2725.62,-3.62,-552.83,No
4713.5,1295.32,16735.84,-497.07,16,middle,-289.69,4658.69,-370.08,-3199.52,0,-266.95,-3013.15,0,-245.9,No
4763.1,2073.74,13202.76,-341.67,14,middle,-277.23,4880.19,-272.03,-3119.59,-34.5,-234.68,-2700.17,-15.2,-247.53,No
5188.54,1299.63,19011.97,-605.65,15,middle,-472.56,4999.37,-452.7,-3112.45,-24.55,-438.03,-2889.3,-39.07,-411.06,No
5018.01,2169.64,13649.66,-829.09,16,centroid,-636.23,4973.94,-598.84,-3089.88,-146.86,-543.71,-2710.5,-84.31,-474.29,No
5150.02,1833.48,16306.06,-387.26,14,middle,-306.12,5172.11,-243.09,-3060.17,-88.41,-286.62,-2709.26,-50.76,-253.91,No
4668.65,2285.63,11605.27,-433.76,13,middle,-332.22,4827.0,-320.89,-3025.41,0,-236.57,0,0,-296.42,No
5267.5,1359.1,19032.83,-712.84,19,centroid,-520.02,5019.58,-552.15,-3020.5,0,-492.54,-2376.51,0,-528.61,No
4891.8,1425.69,17002.14,-459.76,14,centroid,-329.31,4870.26,-291.49,-3017.08,-77.38,-318.19,-2619.68,-104.54,-244.88,No
4645.06,2387.32,10649.27,-895.18,17,middle,-759.91,4996.06,-628.98,-3014.08,-57.79,-600.54,-2980.91,-54.29,-562.4,No
4679.84,1872.05,13562.28,-667.33,23,border,-419.07,4769.04,-548.56,-3008.48,-0.38,-447.72,-2355.52,-1.28,-504.23,No
4696.47,3300.5,6660.98,-446.41,18,centroid,-338.78,4682.77,-330.84,-2994.47,-84.41,-291.22,-2663.74,-30.25,-266.71,No
4600.56,2484.7,9983.09,-834.75,14,middle,-639.53,4798.77,-497.25,-2982.52,-62.72,-508.52,-2773.74,-27.34,-468.97,No
4679.66,2185.64,12211.36,-362.22,12,middle,-286.73,4734.22,-258.42,-2936.09,-24.48,-226.34,-2657.73,-17.95,-227.15,No
4814.12,1449.18,16421.17,-564.89,13,middle,-418.28,4759.02,-561.19,-2935.14,-7.8,-418.23,-2759.54,0,-465.4,No
5044.87,2820.42,10702.95,-587.05,13,border,-372.63,4887.08,-393.15,-2931.67,0,-358.89,-2628.62,0,-400.05,No
5077.28,2763.36,11359.48,-294.15,12,border,-185.84,4955.29,-370.81,-2924.02,-31.7,-154.34,-2765.16,-30.24,-198.66,No
5331.1,2488.19,13718.39,-694.66,12,centroid,-495.5,5109.9,-448.92,-2921.48,-52.57,-414.81,-1947.97,0,-422.64,No
4955.68,1465.42,17326.96,-174.06,13,border,-143.98,4847.72,-182.36,-2916.16,0,-52.43,-2591.96,0,-83.06,No
5495.96,2863.85,13026.69,-187.39,16,middle,-125.49,5073.52,-173.07,-2882.8,-70.38,-21.68,0,0,-89.27,No
4618.28,2286.72,11269.27,-543.96,12,border,-480.64,4919.91,-455.87,-2865.41,-68.22,-395.05,-2646.89,-44.49,-451.02,No
4965.65,855.1,20095.05,-640.75,14,middle,-468.02,5051.89,-525.39,-2857.8,0,-409.87,-2585.48,0,-472.81,No
5191.56,2793.97,11127.58,-1204.49,19,middle,-905.2,4915.47,-736.07,-2841.5,-139.74,-690.23,-2770.82,-126.45,-695.77,No
4628.18,2371.32,10731.85,-773.46,14,border,-625.3,4792.7,-552.57,-2840.91,0,-532.29,-2549.53,0,-499.32,No
4658.61,2175.37,11923.29,-690.07,14,middle,-504.96,4969.84,-551.47,-2840.91,0,-475.55,-2764.52,0,-480.29,No
4658.03,2748.49,9088.39,-643.03,12,middle,-505.51,4875.09,-477.87,-2815.56,-49.04,-466.68,-2567.02,-35.24,-468.1,No
4679.03,1956.93,13252.49,-501.22,14,middle,-309.26,4743.61,-333.88,-2811.53,-121.4,-260.19,0,0,-353.27,No
5645.23,3155.41,11906.76,-759.23,13,middle,-504.03,5123.48,-548.67,-2807.45,-52.25,-462.92,-2390.93,-15.3,-465.29,No
4806.04,2488.89,10918.99,-933.44,12,centroid,-751.73,4912.24,-815.36,-2782.58,-88.52,-568.42,-2440.91,-31.02,-634.36,No
5278.51,3151.97,10330.27,-423.4,14,centroid,-358.92,5011.65,-327.54,-2779.28,-83.39,-231.72,-2574.92,-68.95,-180.32,No
5008.08,1859.37,15128.67,-860.86,13,centroid,-641.67,4858.79,-676.69,-2773.44,0,-524.71,-2242.8,0,-518.09,No
5118.28,3032.67,9883.67,-762.16,17,centroid,-590.38,4912.64,-517.39,-2769.75,-25.37,-372.4,0,0,-360.41,No
5098.68,3122.65,9717.98,-227.05,19,centroid,-169.06,4818.53,-146.69,-2766.58,-99.85,-148.26,-2525.29,-46.75,-178.41,No
4832.57,2524.09,11103.69,-614.17,17,border,-431.45,4891.77,-444.5,-2755.72,-11.88,-330.32,-2570.37,-14.68,-334.26,No
4671.03,1687.47,14354.64,-788.4,13,border,-691.99,5324.61,-723.35,-2751.95,0,-539.65,-2640.47,0,-571.91,No
4598.1,1439.26,15682.49,-156.36,15,centroid,-119.55,4705.69,-178.86,-2736.72,-71.52,-112.43,-2453.78,-19.44,-202.53,No
4813.11,964.64,18802.62,-615.63,14,border,-445.53,5230.53,-610.72,-2732.3,0,-377.12,-2350.21,0,-456.06,No
4830.28,1980.12,14075.77,-245.04,24,centroid,-171.68,5199.12,-215.51,-2720.11,0,-144.08,-2472.91,0,-162.79,No
4695.63,1605.04,14975.93,-667.8,22,middle,-469.09,4750.04,-438.72,-2717.98,0,-384.93,-2578.96,0,-307.62,No
4712.78,2392.25,11257.95,-482.55,15,border,-352.22,4700.2,-403.27,-2703.12,-89.62,-287.21,-2553.66,-107.64,-315.69,No
4630.9,1556.96,15029.16,-476.8,13,border,-372.88,4794.98,-377.01,-2697.31,0,-331.49,-2320.42,0,-307.94,No
4744.62,2191.95,12470.35,-410.2,23,middle,-290.38,4956.92,-400.58,-2677.14,-8.2,-230.97,-2294.49,0,-269.71,No
4679.71,2173.85,11977.34,-772.73,14,middle,-600.47,5093.81,-521.0,-2671.69,-29.94,-457.11,-2234.1,0,-427.78,No
4717.25,1141.93,17388.96,-682.68,13,middle,-559.14,4939.15,-624.11,-2660.02,0,-515.63,-2207.44,0,-554.87,No
5517.91,2749.12,13520.97,-452.15,15,centroid,-257.13,4942.92,-293.96,-2653.8,-89.52,-171.95,-2088.75,-34.24,-156.14,No
4663.48,1368.59,16306.76,-234.78,14,middle,-237.54,4789.05,-240.52,-2648.92,-10.93,-231.79,-2301.95,-3.69,-236.93,No
4845.55,3593.79,5712.68,-764.57,12,border,-586.26,4877.67,-468.14,-2625.19,-34.2,-325.62,-2575.42,-36.86,-289.1,No
4688.77,2159.45,12105.89,-757.02,17,border,-541.51,4962.88,-566.39,-2624.48,-61.76,-355.83,-2597.62,-19.51,-383.03,No
5325.93,2447.98,14104.45,-399.39,15,centroid,-282.36,4909.58,-239.06,-2612.25,-75.98,-286.2,-2542.72,-82.96,-246.88,No
4648.66,3508.1,5454.67,-347.4,14,border,-285.79,5156.14,-300.72,-2597.59,-37.88,-215.72,-2383.03,-22.79,-243.03,No
5120.79,2260.21,14128.46,-244.19,13,middle,-168.91,4827.51,-210.22,-2589.58,-121.66,-202.96,0,0,-196.14,No
4728.5,1846.98,14095.3,-437.24,14,middle,-216.2,5060.1,-252.41,-2585.16,0,-169.27,-2585.16,0,-169.27,No
4933.17,3430.14,7226.09,-404.65,12,middle,-329.16,5098.11,-242.12,-2572.94,-18.67,-197.47,-2531.8,-12.15,-204.89,No
5678.04,2033.22,17736.06,-683.28,16,centroid,-488.61,5073.21,-515.57,-2563.62,0,-391.51,-2438.92,0,-392.88,No
5147.31,2271.9,14115.48,-366.19,13,centroid,-233.47,4822.73,-205.81,-2561.81,-69.32,-149.87,-2561.81,-69.32,-149.87,No
4993.06,3374.4,7486.26,-849.88,14,border,-691.2,4920.51,-564.26,-2555.69,-83.75,-481.78,-1989.74,-43.38,-455.48,No
4937.71,2072.2,13989.46,-473.3,20,border,-358.15,4734.51,-440.96,-2526.52,0,-254.03,-2239.54,0,-247.86,No
5003.37,3223.87,8027.18,-1218.43,19,centroid,-867.99,4986.85,-784.1,-2521.61,0,-695.87,-2520.65,0,-616.94,No
5529.83,1753.34,18336.82,-763.87,18,border,-579.47,5084.96,-659.61,-2521.47,0,-463.01,-2056.92,0,-481.65,No
5284.99,2402.24,13877.88,-750.2,18,middle,-536.95,5339.71,-532.32,-2502.09,-42.59,-436.89,0,0,-530.16,No
4617.34,2137.03,11909.88,-688.34,13,middle,-527.93,5036.12,-578.05,-2493.56,-16.54,-531.54,0,0,-602.82,No
4790.23,2600.29,10356.58,-830.35,12,centroid,-589.03,4850.58,-499.58,-2487.83,-2.87,-436.25,-2263.0,0,-363.37,No
4830.87,1665.04,15592.87,-330.78,12,border,-235.01,4683.44,-171.89,-2485.2,0,-209.41,-2485.2,0,-209.41,No
4716.61,1404.51,16100.47,-644.04,14,centroid,-483.82,4920.18,-578.87,-2481.61,0,-415.08,-2206.38,0,-483.75,No
4866.41,1030.11,18822.76,-502.27,13,centroid,-406.2,4786.4,-435.82,-2461.39,0,-328.94,-2045.6,0,-343.46,No
4834.64,1705.31,15427.02,-307.51,13,centroid,-252.88,4833.99,-271.79,-2457.11,-15.72,-253.07,-2238.74,0,-243.81,No
5096.98,3323.89,8339.68,-736.11,17,centroid,-552.38,4885.68,-439.73,-2442.17,0,-371.44,-2442.17,0,-371.44,No
4988.87,2277.21,13063.98,-692.07,14,middle,-486.57,4763.01,-533.02,-2424.73,0,-399.84,-1995.46,0,-397.61,No
4782.85,1584.25,15537.76,-637.36,18,centroid,-543.52,4792.65,-484.26,-2421.7,0,-428.08,-2216.68,0,-408.59,No
5035.63,1654.12,16493.75,-579.29,12,centroid,-416.42,4753.25,-432.57,-2420.3,0,-310.3,-2294.29,0,-284.66,No
5296.26,1048.35,20744.61,-692.9,19,centroid,-541.33,5371.32,-512.13,-2417.08,0,-543.65,-1911.8,0,-550.1,No
4714.81,1175.06,17196.87,-702.61,18,border,-459.88,4796.11,-514.98,-2416.94,0,-448.85,-2132.53,0,-414.39,No
5634.7,2462.82,15474.37,-539.09,17,centroid,-445.13,5231.5,-435.34,-2390.38,-79.86,-392.21,-2040.64,-59.55,-369.44,No
4962.64,2012.02,14453.67,-419.23,14,border,-320.97,5097.16,-307.91,-2388.75,0,-310.67,-2141.17,-1.43,-286.47,No
5077.33,2528.68,12147.88,-833.5,16,centroid,-622.02,4814.14,-611.68,-2355.8,0,-488.28,-2180.13,-5.45,-530.54,No
4725.66,2100.57,13030.86,-132.42,21,border,-80.08,5076.3,-248.71,-2352.02,-4.73,-75.1,-2235.3,0,-141.19,No
4713.55,2089.5,12595.57,-734.56,23,centroid,-626.61,4775.01,-614.08,-2349.05,0,-508.39,-1327.65,0,-542.0,No
5329.58,873.35,21855.92,-595.29,15,middle,-428.51,4976.77,-482.88,-2319.19,0,-351.43,-2030.0,0,-414.52,No
5026.86,1866.04,15225.06,-810.64,12,centroid,-597.72,4734.02,-519.52,-2313.17,0,-485.47,-2208.16,0,-421.98,No
4762.97,1071.18,18009.27,-629.56,17,centroid,-495.72,4863.77,-473.97,-2297.0,0,-414.33,-2172.76,0,-371.51,No
4626.46,2920.12,8195.18,-471.09,12,border,-353.52,4894.21,-352.42,-2288.88,0,-224.18,0,0,-304.02,No
4629.35,2783.43,8562.54,-933.92,13,middle,-725.73,5061.92,-657.0,-2279.14,0,-596.21,-1618.33,0,-593.72,No
4698.96,1715.71,14554.68,-506.2,13,centroid,-466.3,4743.16,-450.72,-2239.91,0,-409.47,-2116.82,0,-405.59,No
4810.66,1811.64,14599.32,-554.05,14,border,-401.64,5001.91,-339.31,-2177.03,0,-310.28,-1928.33,0,-246.35,No
5076.26,1958.02,15206.69,-538.27,22,centroid,-370.64,4780.24,-326.06,-2171.7,-9.02,-246.23,-2171.7,-9.02,-246.23,No
5602.7,1997.17,17630.66,-555.75,16,centroid,-403.99,5096.65,-440.03,-2151.22,-46.68,-365.71,-2095.67,-55.09,-392.85,No
4992.55,1803.6,15563.07,-534.37,15,border,-442.98,5008.17,-499.26,-2100.75,0,-297.87,-2100.75,0,-297.87,No
4805.08,2387.95,11514.99,-798.94,17,middle,-666.55,4768.78,-623.58,-2010.69,0,-462.96,-2010.69,0,-462.96,No
4711.05,1802.55,14094.17,-627.71,15,centroid,-528.95,4794.86,-568.71,-1848.66,0,-412.87,-1314.51,0,-501.12,No
6187.31,2688.3,17005.59,-685.2,13,middle,-459.29,5511.4,-448.96,-1771.27,0,-359.33,0,0,-400.13,No
4712.0,2584.64,10079.57,-780.05,12,middle,-719.59,4708.4,-718.82,0,0,-723.37,0,0,-704.15,No
5039.84,3563.02,6609.28,-1084.69,13,middle,-818.11,4941.76,-820.26,0,0,-811.3,0,0,-811.3,No
4954.42,2470.03,12102.55,-447.15,12,border,-290.8,5091.95,-175.8,0,0,-293.34,0,0,-241.03,No
4639.48,3283.67,6216.33,-787.81,13,border,-671.62,4971.07,-469.72,0,0,-651.76,0,0,-651.76,No
5028.47,1826.81,15847.37,-225.3,13,border,-195.87,4994.68,-328.64,0,0,-195.87,0,0,-195.87,No
4162.14,1995.25,10726.29,-151.42,36,middle,-56.38,4000.31,-71.25,-937.46,-275.05,-24.86,-750.23,-246.79,-26.96,Yes
3657.11,1095.31,12741.9,-93.99,58,border,-35.65,3962.06,0,-935.26,-263.31,-23.72,-793.36,-236.42,0,Yes
3812.06,1309.62,12527.49,21.41,18,centroid,0,3636.73,0,-909.72,-202.06,0,-888.11,-182.51,0,Yes
3228.66,1023.89,11050.89,37.86,19,middle,0,3332.79,0,-902.29,-152.89,0,-730.82,-135.51,0,Yes
4451.88,1745.49,13503.68,-39.56,42,centroid,0,3759.66,0,-878.28,-210.21,0,-685.24,-155.94,-2.47,Yes
4725.04,1767.23,14722.99,-92.49,25,centroid,-20.73,4174.48,-31.21,-847.75,-190.45,-19.83,-753.08,-174.3,0,Yes
3275.82,1264.13,10030.82,-38.71,39,middle,-61.26,3343.87,-36.61,-842.52,-140.1,-57.65,-644.25,-112.17,-44.02,No
3292.98,1282.3,9952.99,-140.59,35,centroid,-108.02,3320.14,-127.75,-839.39,-93.73,-79.17,-652.65,-90.06,-106.67,Yes
3869.83,1321.57,12716.7,-34.39,33,centroid,0,3533.15,0,-822.04,-198.88,0,-765.76,-161.18,0,Yes
3780.83,1569.98,11151.39,136.02,34,border,0,3788.63,0,-820.35,-199.11,0,-638.94,-224.95,0,Yes
3527.63,2913.94,2814.1,-356.1,17,centroid,-232.5,3282.64,-230.14,-816.4,-86.43,-191.11,-667.71,-47.66,-187.01,No
3363.63,1361.69,9953.2,-79.15,47,border,-54.14,3855.22,-60.0,-801.95,-194.14,-45.06,-721.53,-185.06,-48.0,Yes
3549.93,1381.24,10794.39,-68.73,20,middle,-24.1,3342.04,-21.57,-793.24,-91.29,-1.36,-698.11,-94.79,-3.72,Yes
3859.72,1718.78,10708.5,5.3,19,centroid,0,4111.52,0,-791.57,-158.72,-16.96,-754.66,-178.37,0,No
3556.87,1287.89,11448.19,144.56,18,middle,0,3506.93,0,-777.94,-78.39,0,-406.67,-43.89,0,No
3605.7,1553.07,10262.78,-0.52,17,border,0,3476.86,0,-772.56,-48.8,0,-584.73,-24.37,0,No
3269.76,1451.05,9059.39,-47.82,27,centroid,-17.13,3491.92,-15.48,-771.92,-263.97,-2.42,-442.94,-163.95,0,Yes
3458.72,826.25,13091.69,-98.93,20,middle,-62.5,3731.74,-47.45,-767.72,-156.57,-37.2,-430.04,-90.35,-35.55,Yes
3795.06,1668.0,10616.91,-25.78,17,centroid,0,3579.51,0,-761.49,-54.75,0,-675.06,-55.23,0,No
3780.37,1251.82,12691.59,68.37,37,middle,0,3537.69,0,-751.27,-142.79,0,-695.36,-134.29,0,Yes
3316.45,2411.93,4452.59,-98.04,25,border,0,3383.34,-25.0,-750.85,-75.18,-25.12,-546.81,-87.74,-44.76,No
3225.34,2121.16,5455.01,-92.21,20,border,-75.43,3325.93,-47.23,-743.04,-154.11,-36.08,-672.87,-155.83,-17.44,No
3123.24,1697.71,7326.49,278.4,19,border,0,3271.66,0,-742.06,-186.96,0,0,0,0,Yes
3214.28,936.03,11580.5,264.95,17,middle,0,3283.99,0,-738.6,-107.08,0,-593.08,-83.93,0,No
3282.89,1119.06,10776.9,-59.18,20,middle,-20.64,3308.19,0,-735.59,-107.68,-3.03,-638.82,-124.79,0,Yes
3933.84,2202.05,8537.39,-170.23,60,border,-50.27,3746.34,-40.05,-732.91,-221.67,-15.68,-570.86,-190.88,-16.1,Yes
3497.32,1351.16,10693.7,-51.91,46,middle,-8.24,3404.69,-41.47,-711.64,-119.4,0,-501.67,-57.15,-8.46,Yes
3196.15,1189.78,10337.49,427.93,19,middle,0,3418.29,0,-707.06,-123.56,0,-581.14,-110.7,0,Yes
3549.74,1319.74,11193.09,60.32,22,middle,0,3369.02,0,-703.92,-109.9,0,-445.74,-82.31,0,No
3749.93,1235.84,12497.1,-102.67,28,border,-50.54,3353.08,0,-700.35,-45.08,-21.82,-534.48,-9.14,-3.22,Yes
3361.34,1304.85,10310.29,38.97,18,centroid,0,3499.75,0,-699.53,-95.93,0,-560.71,-78.47,0,Yes
3868.07,1752.51,10526.78,-71.4,34,centroid,-55.13,3634.15,-79.63,-696.31,-218.38,-41.8,-566.78,-119.04,-75.61,Yes
3127.75,1113.75,10135.19,91.28,16,middle,0,3284.46,0,-695.32,-56.43,0,-591.4,-38.26,0,No
3436.86,1384.87,10173.89,-120.44,24,centroid,-67.08,3333.99,-27.48,-694.73,-135.0,-51.56,-562.96,-116.67,-13.8,No
3245.42,1119.36,10572.28,-81.2,21,border,-56.08,3302.37,-34.82,-693.31,-48.79,-84.48,-538.52,-30.72,-39.92,No
3223.87,905.69,11428.99,-226.65,28,centroid,-168.8,3207.98,-198.12,-689.34,0,-151.37,-458.88,0,-141.61,No
3159.52,1230.96,9658.2,21.53,27,border,0,3306.92,-37.13,-682.09,-232.17,0,-655.27,-217.21,0,Yes
4068.37,1385.1,13363.09,-74.52,33,centroid,0,3741.27,0,-681.44,-154.86,-2.2,-536.26,-135.88,0,Yes
3184.13,1801.12,6667.3,-346.86,38,border,-216.56,3288.56,-157.61,-680.59,-55.44,-80.04,-447.05,-34.24,-59.76,No
3971.01,1461.96,12455.99,-124.96,84,centroid,-53.94,3723.51,-88.96,-679.89,-147.59,-32.86,-469.41,-131.45,-26.86,Yes
3228.7,1193.65,10169.59,-7.94,22,middle,0,3222.42,0,-677.31,-136.74,0,-615.65,-92.82,0,No
3277.66,914.85,11632.59,-254.03,17,border,-185.4,3255.16,-214.26,-673.17,0,-181.46,-405.19,0,-167.88,No
3120.33,1671.22,7318.31,101.86,19,border,0,3479.36,0,-673.11,-110.2,0,-637.2,-124.24,0,No
3644.69,2726.65,4596.39,8.67,21,border,0,3507.25,-5.26,-672.28,-166.86,-70.82,-457.14,-132.28,-58.96,No
3245.28,1275.71,9858.3,14.66,19,centroid,0,3241.81,0,-666.58,-161.95,0,-584.4,-144.53,0,No
3684.58,1340.79,11741.49,31.55,40,centroid,0,3652.82,0,-666.09,-206.08,0,-495.23,-122.04,0,Yes
3142.71,1116.21,9738.0,-552.26,19,centroid,-423.96,3226.35,-409.63,-663.54,0,-309.96,-354.24,0,-282.34,No
3119.0,1592.85,7418.7,-296.88,19,border,-226.06,3242.53,-138.59,-660.79,-82.99,-204.9,-580.24,-71.9,-100.36,No
3475.9,1651.09,9241.79,164.89,18,middle,0,3342.74,0,-658.56,-178.42,0,-478.92,-120.45,0,No
3277.93,2305.03,4843.0,-30.12,17,centroid,-3.62,3279.75,-30.7,-656.51,-108.32,0,-458.15,-70.61,-25.04,No
3262.36,1230.64,10132.99,-35.88,18,border,0,3377.05,0,-647.12,-16.13,0,-611.08,-23.5,0,No
4198.03,1332.28,14370.69,58.7,27,centroid,0,3721.78,0,-646.92,-130.55,0,-519.35,-106.05,0,Yes
3803.69,2411.33,6912.19,-69.43,30,middle,-19.67,3363.5,-8.77,-646.38,-127.32,-40.73,-548.32,-117.59,-38.71,No
3539.03,2466.94,5187.11,-242.65,18,middle,-140.56,3362.22,-149.0,-646.14,-91.94,-122.58,-500.19,-55.48,-114.64,No
3159.91,660.83,12608.9,158.91,32,border,0,3539.15,0,-644.47,-74.62,0,-547.09,-66.82,0,Yes
3528.26,2022.07,7495.2,-49.99,23,middle,0,3370.62,-7.69,-634.89,-103.42,-31.26,-573.62,-90.08,-25.38,No
3304.92,1087.86,11063.1,-31.07,24,border,-10.39,3553.74,-31.43,-625.84,-163.76,-19.27,-517.02,-106.08,-38.25,Yes
3627.82,1505.84,10514.89,-133.01,33,centroid,-77.81,3483.87,-64.52,-622.14,-135.21,-47.05,0,0,-47.93,Yes
3198.69,794.46,11869.3,-212.61,16,middle,-128.48,3220.56,-124.89,-617.12,-95.54,-42.52,-408.11,-38.01,-48.61,No
3532.58,2293.39,6099.6,-134.85,17,middle,-68.23,3924.65,-42.76,-607.38,-103.07,-47.42,0,0,-49.27,No
3820.93,1415.31,11967.99,-84.17,35,middle,-19.67,3733.19,-47.11,-601.55,-103.86,-36.34,-429.75,-61.62,-30.23,Yes
3626.41,1312.73,11735.39,233.74,27,centroid,0,3495.31,0,-599.99,-167.6,0,-555.09,-54.12,0,Yes
3469.72,2103.57,6811.8,-26.58,22,middle,-8.1,3307.5,-21.04,-599.85,-107.63,-16.03,-383.79,-102.6,-45.29,No
3428.39,1200.28,10901.09,-335.26,17,middle,-204.79,3312.37,-202.76,-598.82,-72.15,-154.98,-453.39,-41.85,-168.96,No
3192.27,996.29,11138.29,221.77,19,centroid,0,3254.95,0,-596.66,-32.54,0,0,0,0,No
3114.22,756.18,11971.79,254.2,17,border,0,3282.99,0,-593.97,-38.66,0,-524.18,-69.67,0,Yes
3344.38,962.78,11772.19,-190.13,25,middle,-123.21,3372.55,-146.39,-593.85,-51.56,-103.71,-251.01,-34.82,-121.92,No
3128.57,721.25,12099.69,88.36,30,border,0,3312.17,-4.61,-592.35,-100.75,0,-563.94,-55.77,0,No
4114.24,1502.58,12976.7,-114.22,32,centroid,-39.68,3563.79,-55.21,-590.69,-133.86,-18.35,-504.58,-47.15,-33.64,Yes
3326.63,1579.98,8861.1,179.03,18,middle,0,3288.98,0,-586.05,-104.95,0,-553.99,-86.52,0,No
3387.02,1557.15,9125.6,-33.29,17,centroid,-29.91,3412.68,-26.85,-585.1,-44.33,-31.99,-557.38,-75.68,-78.87,No
3674.93,2122.75,7734.49,-36.94,21,centroid,-40.07,3354.58,-27.25,-578.35,-102.61,-89.18,-556.65,-101.3,-83.5,No
3139.84,582.76,12575.7,-293.63,19,border,-184.01,3190.06,-234.33,-577.22,0,-147.59,-465.48,0,-195.19,No
3268.28,1228.15,10083.39,-164.13,21,border,-95.67,3311.82,-132.36,-572.34,0,-78.09,-476.01,0,-86.14,Yes
3162.78,1395.13,8596.59,-338.33,28,border,-199.14,3254.51,-159.42,-566.72,0,-63.67,0,0,-111.33,No
3276.02,1314.19,9830.09,29.31,18,middle,0,3373.96,0,-560.03,-25.38,0,-466.71,-2.62,0,No
3530.07,2041.37,7297.68,-204.14,21,centroid,-94.87,3314.64,-104.32,-557.07,-45.41,-47.3,0,0,-81.41,No
3691.16,1180.21,12478.29,-107.04,34,border,-17.61,3628.58,-60.59,-537.65,-78.81,-24.49,-507.36,-84.81,-34.59,Yes
3595.71,998.02,13024.59,50.57,35,middle,0,3656.59,0,-535.01,-89.1,0,-400.26,-73.33,0,Yes
3286.47,1170.79,10464.08,-160.02,21,middle,-108.67,3203.91,-111.94,-527.82,-52.12,-72.37,-450.96,-46.18,-89.08,Yes
3418.49,1467.36,9678.11,-108.57,22,border,-79.88,3365.76,0,-509.23,-59.11,-41.45,-332.68,-38.99,0,No
