E_fst,E_fst_elstat,E_fst_VdW,E_fst_SP,group_size,type_of_complex_in_group,E_snd_SP,avg_E_fst,avg_E_snd_SP,E_third,alt_E_third,E_third_SP,avg_E_third,avg_alt_E_third,avg_E_third_SP,is_real
3964.1,2609.2,6303.41,-659.57,22,border,-490.24,4503.21,-618.6,-1353.22,-268.07,-533.27,-1291.35,-242.47,-569.77,No
4531.59,1036.2,17220.99,-358.35,39,border,-267.22,4307.23,-293.37,-1352.08,-72.67,-240.28,-1179.87,-59.25,-253.04,Yes
4787.35,1768.44,14820.1,-384.19,38,middle,-272.52,4091.79,-230.07,-1342.54,-98.73,-282.54,-1232.92,-75.91,-258.34,Yes
3985.09,2065.85,9367.19,-320.6,21,centroid,-201.69,4020.25,-270.67,-1332.53,-202.2,-184.58,0,0,-273.12,No
4341.39,1636.66,13022.12,-702.12,56,centroid,-530.81,4201.91,-421.74,-1328.45,-99.78,-510.32,-1203.13,-103.59,-405.81,Yes
4279.03,1731.46,12117.78,-868.08,29,border,-578.06,4100.09,-724.56,-1327.63,-46.88,-485.19,0,0,-654.33,No
5025.44,2683.57,11228.07,-673.81,26,middle,-446.79,4146.48,-470.16,-1325.21,-237.56,-310.01,-1149.81,-197.25,-345.65,Yes
3706.87,1537.97,10348.87,-693.86,43,border,-488.72,3871.16,-517.04,-1320.95,-79.91,-504.64,-1115.02,-46.78,-510.26,No
3660.05,890.78,13794.08,-73.21,27,border,-9.91,3769.64,-86.28,-1319.39,-82.43,-15.12,-1123.99,-62.26,-81.0,Yes
3951.31,1353.0,12743.89,-346.69,40,middle,-242.84,4073.06,-270.06,-1318.36,-69.02,-243.08,-1116.49,-48.85,-226.61,Yes
3718.72,1150.66,12402.79,-612.54,29,middle,-400.07,3975.85,-539.38,-1318.09,-101.9,-403.72,-1062.44,-79.21,-448.01,Yes
4322.93,976.1,16583.19,-211.33,39,centroid,-121.81,4385.31,-154.46,-1317.22,-93.74,-141.78,-1171.94,-77.66,-110.8,Yes
3646.06,1753.6,8892.99,-797.02,21,border,-533.93,3766.86,-595.87,-1313.6,0,-463.63,-1101.61,0,-467.08,No
3641.28,2312.79,6336.58,-428.24,32,border,-288.23,3689.94,-317.95,-1310.85,-122.13,-295.21,-1133.43,-89.46,-319.97,No
4198.27,1559.65,12857.37,-470.05,44,centroid,-301.15,4092.23,-218.14,-1309.31,-111.59,-308.87,-1234.83,-66.62,-230.55,Yes
3732.43,1376.86,11588.59,-264.96,35,border,-143.03,3973.14,-147.6,-1294.27,-104.35,-121.47,-1128.65,-74.77,-152.36,Yes
4272.82,1629.56,12909.19,-429.97,26,middle,-399.91,4024.84,-388.54,-1294.08,-101.96,-289.29,-969.29,-61.97,-302.89,No
3980.56,914.17,15071.08,-365.23,21,middle,-261.59,3983.06,-293.25,-1279.96,-7.95,-207.48,-936.75,0,-215.75,No
3760.16,1606.94,10235.42,-742.98,25,border,-555.17,4108.35,-496.85,-1279.57,-133.32,-608.91,-967.0,-83.39,-539.86,Yes
3965.44,1446.24,12133.36,-647.67,34,middle,-467.55,3752.24,-472.77,-1277.23,-41.87,-395.59,-989.45,-8.4,-345.81,No
3878.53,1389.44,12122.9,-451.53,25,centroid,-390.67,3875.23,-361.76,-1272.55,-132.16,-275.84,-1209.51,-118.24,-275.41,No
4183.33,1009.24,15500.59,-517.75,35,border,-396.32,4551.31,-324.46,-1270.59,-151.03,-367.12,-1192.17,-118.89,-343.3,Yes
4260.69,1692.25,12287.2,-777.03,28,middle,-559.27,4109.82,-436.26,-1270.58,-85.62,-450.11,-1153.93,-56.4,-420.67,No
4551.25,1374.09,15525.79,-504.04,26,border,-381.42,3964.84,-426.03,-1261.28,-148.31,-358.32,0,0,-397.29,Yes
3893.44,1245.81,12884.37,-495.28,22,border,-338.19,4101.16,-311.76,-1259.5,-141.75,-306.9,-1036.79,-120.25,-302.29,No
4212.99,1107.3,15232.5,-414.34,41,middle,-274.99,4272.38,-338.37,-1253.42,-102.32,-266.75,-1004.58,-88.64,-304.04,Yes
3746.81,1536.47,10593.18,-641.87,30,centroid,-434.23,3799.36,-371.6,-1252.81,-69.22,-486.42,-929.11,-34.47,-367.6,Yes
4659.25,1612.35,14774.78,-643.58,39,border,-434.18,4457.24,-366.8,-1242.94,-88.57,-380.81,-1121.72,-66.87,-359.18,Yes
3661.94,1321.99,11263.6,-610.67,55,border,-377.91,3821.56,-555.41,-1240.04,-55.08,-388.18,-729.37,0,-480.17,Yes
3789.31,836.94,14415.69,-484.66,24,middle,-298.59,3997.03,-285.89,-1239.11,-62.22,-290.47,-1138.62,-56.97,-248.11,Yes
4052.9,1033.66,14852.16,-341.68,43,middle,-248.66,4188.69,-257.06,-1236.92,-58.42,-272.36,-970.75,-38.23,-275.46,Yes
4274.2,2083.47,10290.1,-928.97,41,middle,-655.0,4073.15,-609.44,-1233.27,-89.43,-644.56,-1100.26,-66.32,-605.1,Yes
4309.65,1849.08,11825.61,-668.17,31,middle,-473.17,3973.16,-449.86,-1231.49,-94.38,-454.49,-1116.89,-82.53,-445.91,Yes
3929.02,1452.73,11930.89,-630.83,28,middle,-412.59,3831.48,-527.61,-1229.58,-30.53,-412.58,-912.5,-28.95,-464.06,No
4354.52,1703.02,12777.88,-671.47,30,middle,-490.28,4203.64,-430.21,-1220.03,-95.23,-454.31,-1040.25,-48.56,-428.58,Yes
3801.64,1337.19,11963.29,-502.54,35,centroid,-365.18,4023.93,-359.15,-1218.87,-131.01,-352.62,-1175.13,-107.27,-361.09,Yes
3699.26,2173.43,7337.17,-408.8,24,border,-293.3,3763.57,-246.03,-1216.02,-137.66,-177.79,-1011.22,-106.99,-179.01,No
4484.12,1812.49,12991.3,-513.55,20,centroid,-420.9,4175.29,-375.79,-1211.49,-161.64,-289.19,-956.84,-91.37,-284.99,No
4144.63,1579.8,12431.19,-550.15,20,middle,-286.82,3894.48,-363.7,-1209.84,-138.1,-280.53,-922.5,-125.11,-301.29,No
3843.42,1557.47,10976.69,-634.3,27,border,-459.4,4075.55,-424.65,-1200.37,-58.62,-427.64,-1141.31,-62.56,-424.04,Yes
4098.58,1426.82,13000.08,-502.2,29,border,-353.08,4159.38,-287.05,-1196.78,-4.0,-265.58,-1031.74,-8.23,-231.93,No
4082.12,1888.54,10471.19,-695.43,23,border,-509.63,3824.01,-390.77,-1193.52,-118.03,-521.1,-1168.11,-113.06,-408.47,Yes
4283.85,1417.58,13964.08,-514.22,54,centroid,-403.38,4177.62,-390.34,-1188.52,-99.75,-353.43,-978.73,-83.0,-324.65,Yes
4173.48,1304.66,14087.08,-359.85,27,centroid,-228.52,3895.79,-233.02,-1186.75,-17.53,-221.89,-1105.79,0,-184.06,Yes
3843.36,1446.81,11530.99,-632.4,23,middle,-416.9,3889.93,-349.71,-1186.37,-118.55,-484.52,-1037.22,-80.38,-430.67,Yes
4534.42,3104.12,6493.89,-920.63,22,centroid,-654.44,4353.11,-482.67,-1172.3,-211.69,-601.85,-984.4,-149.18,-455.04,No
4117.98,1445.15,12959.18,-566.94,32,centroid,-397.23,4061.07,-415.96,-1167.21,-86.45,-423.01,-883.15,-70.82,-456.89,Yes
4138.05,1325.48,13727.59,-469.34,29,middle,-363.45,4041.93,-325.11,-1159.77,-107.74,-349.46,-1064.65,-110.38,-344.04,Yes
4557.15,2449.71,9927.3,-853.88,37,centroid,-570.63,3944.96,-564.11,-1157.03,-96.98,-569.43,-970.11,-45.26,-500.21,Yes
4288.46,1584.1,12992.58,-740.9,22,centroid,-473.79,3881.23,-457.55,-1154.06,-39.88,-424.64,-1006.52,-31.77,-386.32,No
4679.7,2740.03,9176.39,-730.76,31,middle,-598.49,4108.06,-551.89,-1146.57,-233.87,-403.46,-942.01,-169.89,-352.84,No
4374.25,1687.91,13167.48,-369.93,24,centroid,-274.26,4067.24,-274.07,-1142.03,-144.73,-247.59,-776.57,-111.55,-234.32,No
3773.71,1255.07,12212.68,-532.72,36,middle,-345.82,3946.08,-516.64,-1135.41,-52.15,-409.98,-1084.02,-57.73,-469.37,Yes
3620.49,2110.01,7126.58,-596.21,20,border,-353.57,3954.01,-594.67,-1129.85,-61.63,-313.24,-1129.85,-61.63,-313.24,No
3659.82,1312.74,11465.79,-377.45,25,border,-208.22,3790.89,-363.14,-1116.31,-86.8,-236.73,-989.21,-93.48,-311.25,Yes
4469.53,723.48,18394.38,-470.21,23,centroid,-346.13,4114.13,-344.18,-1113.84,-57.95,-317.83,-1005.03,-49.07,-241.69,No
4047.48,2004.6,9574.48,-895.87,22,border,-630.48,4050.91,-472.21,-1111.08,-196.6,-473.62,-1080.97,-197.48,-373.4,No
3665.09,1052.1,12900.98,-229.56,21,border,-136.9,3768.94,-100.84,-1079.26,-44.53,-125.48,-939.1,-33.92,-67.08,No
3800.24,1872.03,9121.78,-727.0,20,middle,-500.64,4000.2,-418.35,-1075.69,-68.82,-353.81,-1002.1,-75.21,-390.77,No
3740.07,1222.33,12384.69,-285.64,21,border,-158.08,3903.2,-218.16,-1058.79,-27.01,-155.99,-962.75,-16.31,-222.07,Yes
3650.7,1221.47,11770.92,-525.34,36,border,-367.53,3872.38,-546.62,-1054.18,0,-316.22,-992.29,-21.39,-383.48,No
3681.14,1561.5,10106.59,-688.27,24,border,-449.83,3839.41,-561.43,-1034.52,-18.44,-496.81,-1034.52,-18.44,-496.81,Yes
4675.71,1507.04,15486.49,-499.61,23,centroid,-327.31,4297.56,-297.73,-1033.57,-30.64,-319.54,-824.6,-25.35,-290.22,No
3720.3,2109.6,7600.5,-634.24,27,border,-463.32,3807.15,-480.98,-1007.83,-59.92,-368.16,-845.9,-40.82,-439.4,No
3971.43,891.81,15151.67,-345.05,26,middle,-232.96,4152.74,-279.22,-994.44,-25.53,-198.15,0,0,-208.87,Yes
4243.61,1592.18,12894.5,-507.7,22,border,-365.6,4058.38,-407.3,-965.95,-66.31,-354.33,0,0,-374.02,Yes
3981.17,1045.44,14342.29,-470.91,21,middle,-332.89,3986.15,-445.77,-959.45,0,-377.36,-844.5,0,-406.8,No
4015.86,1558.58,12044.7,-338.38,44,middle,-267.2,4292.45,-353.16,-943.88,-106.1,-229.83,-943.75,-109.12,-242.15,No
4002.7,2567.43,6295.18,-1233.58,20,border,-900.27,4117.53,-959.0,-943.81,-7.79,-685.79,-783.76,-19.91,-764.69,No
4125.75,1939.1,10352.49,-813.09,21,centroid,-571.4,4051.1,-650.83,-939.05,-97.29,-497.19,-913.25,-105.43,-555.96,No
3641.03,1331.32,11126.68,-590.65,23,middle,-384.48,3788.69,-461.63,-937.78,-89.49,-416.38,-858.87,-81.06,-460.7,Yes
3791.48,1443.59,11392.4,-485.88,23,border,-362.38,4212.27,-365.54,-929.07,0,-298.93,-783.49,-12.26,-346.79,Yes
4471.38,2091.71,11461.48,-611.61,34,middle,-520.21,4121.38,-551.69,-914.82,-129.94,-430.46,-797.49,-119.55,-431.21,No
4667.26,2103.21,12307.4,-718.02,31,middle,-392.89,4113.2,-475.06,-803.61,-103.83,-382.98,0,0,-366.8,No
3728.85,1129.36,12881.54,-162.31,21,middle,-60.03,3748.8,-90.36,-1410.9,-187.11,0,-1250.01,-166.24,0,No
3696.97,666.59,15064.44,-122.45,24,middle,-52.23,3632.82,-73.73,-1403.13,-91.26,-42.08,-1144.38,-47.34,-51.23,No
3847.72,970.49,14495.06,152.41,22,centroid,0,3585.87,0,-1369.32,-175.23,0,-1072.98,-132.88,0,No
3798.68,642.13,15909.19,176.99,23,middle,0,3677.89,0,-1354.57,-91.66,0,-1227.89,-46.08,0,No
3669.74,459.97,15926.7,-170.97,29,middle,-33.31,3570.77,-36.48,-1345.82,-158.51,-49.69,-978.9,-122.82,-58.27,Yes
3473.21,298.82,15796.49,-105.63,26,centroid,-8.85,3596.24,-21.26,-1330.75,-75.07,-17.88,-1224.47,-113.83,-44.26,Yes
3794.47,625.36,15700.8,-202.64,26,centroid,-49.02,3623.25,-45.7,-1315.31,-154.17,-51.54,-1193.47,-120.36,-50.66,Yes
3678.54,405.46,16241.49,-173.46,45,middle,-59.31,3546.25,-42.48,-1312.2,-105.67,-51.2,-1150.51,-84.13,-44.7,Yes
3696.92,665.01,15054.1,-147.68,32,centroid,-53.21,3568.51,-27.7,-1301.09,-109.18,-45.49,-1145.15,-94.34,-67.08,Yes
4125.92,820.72,16332.06,-271.52,18,middle,-70.1,4238.16,-87.85,-1264.91,-243.51,-17.94,-1256.36,-213.79,-5.53,No
3491.1,914.24,12730.45,-215.38,17,border,-151.66,3531.98,-148.18,-1247.53,-66.66,-99.65,0,0,-122.96,No
3849.95,1197.21,13036.04,-318.76,61,middle,-179.37,3804.85,-173.08,-1247.3,-122.08,-135.0,-877.55,-95.49,-124.27,No
3779.1,668.22,15594.21,55.72,22,middle,0,3727.04,0,-1245.12,-90.32,0,-986.62,-71.74,0,No
3668.04,-69.55,18767.0,110.66,18,middle,0,3569.75,0,-1241.21,-74.18,0,-1095.07,-65.94,0,No
4026.42,764.59,16160.05,-208.74,18,middle,-61.19,4047.14,-90.2,-1238.93,-164.56,-25.86,-1163.97,-132.49,-24.59,No
3580.38,647.21,14600.94,-90.91,20,border,0,3884.39,-86.32,-1234.69,-66.09,0,-1180.04,-65.92,0,No
3482.36,1045.74,11861.19,-450.67,20,middle,-270.91,3498.52,-283.07,-1224.96,-91.19,-246.77,-1199.4,-70.71,-228.08,No
3521.24,290.44,16230.81,107.58,19,border,0,3554.23,0,-1220.54,-94.65,0,-907.96,-62.42,0,No
3557.74,499.46,15175.01,-162.96,46,centroid,-43.14,3607.0,-52.06,-1197.01,-119.44,-49.74,-1120.35,-99.17,-44.12,Yes
3531.95,340.87,15849.3,-148.56,20,centroid,-38.63,3549.77,-40.93,-1192.7,-105.52,-42.15,-1109.34,-82.13,-28.07,Yes
3641.42,1265.91,11684.95,-269.58,40,centroid,-171.07,3694.27,-158.53,-1189.64,-160.57,-105.86,0,0,-146.65,No
3749.71,1965.6,8671.5,-348.69,19,middle,-212.86,3510.28,-214.58,-1180.12,-83.08,-119.24,-1079.74,-60.17,-142.71,No
3584.91,543.32,15094.46,-158.89,25,middle,-75.75,3640.25,-94.71,-1178.89,-74.57,-40.94,-1025.36,-72.96,-71.54,No
4303.14,710.39,17775.07,-264.11,32,centroid,-140.77,4124.31,-130.19,-1175.54,-87.77,-86.02,-1066.82,-43.14,-88.0,No
3481.7,1354.67,10307.1,-459.25,25,border,-297.18,3517.16,-304.15,-1169.95,-90.94,-285.33,-856.9,-70.4,-280.59,No
3471.0,421.36,15207.76,-56.62,18,centroid,-51.2,3489.7,-58.55,-1167.69,-91.63,-6.02,-1079.28,-76.56,-20.32,No
3940.01,667.57,16278.1,-117.74,77,centroid,-23.29,3624.83,-19.46,-1148.75,-106.47,-4.32,-987.65,-107.83,-27.39,Yes
3534.23,414.65,15456.21,-198.36,17,centroid,-73.95,3601.82,-71.54,-1141.86,-103.54,-74.19,-857.4,-81.7,-85.74,Yes
3764.73,312.7,17200.08,-84.11,21,border,-16.07,3560.45,0,-1141.54,-33.75,-7.73,-926.66,-35.72,0,No
4376.4,1050.77,16411.08,-303.91,37,centroid,-147.39,4172.49,-150.81,-1129.09,-163.49,-77.88,0,0,-99.97,No
3558.03,828.26,13556.16,-129.79,17,border,-21.68,3588.81,-7.74,-1128.77,-105.01,-28.52,-1083.17,-122.45,-12.25,No
3430.21,597.24,14012.45,-213.3,39,border,-85.79,3666.22,-116.97,-1123.64,-34.98,-71.36,-907.71,-0.17,-86.83,No
3816.43,1008.83,13857.56,-252.63,43,middle,-135.18,3699.0,-152.37,-1122.28,-104.36,-50.61,-787.0,-92.54,-82.84,No
4379.93,839.48,17563.65,-194.07,20,centroid,-71.33,3896.61,-4.2,-1116.82,-94.04,-39.34,-987.59,-83.61,0,No
3925.0,1250.94,13183.33,-261.79,35,centroid,-162.38,3767.6,-137.89,-1115.66,-185.33,-114.24,-781.63,-122.12,-133.49,No
3523.33,590.14,14634.5,-44.04,22,middle,0,3692.78,0,-1114.49,-53.64,-16.7,-891.46,-53.47,-1.08,No
3570.12,1483.81,10255.46,-246.57,18,border,-111.08,3741.6,-134.46,-1112.35,-146.1,-90.69,-884.58,-118.69,-63.56,No
3422.09,522.57,14401.41,-134.62,30,border,-36.13,3552.86,-34.81,-1108.71,-45.39,-38.23,-974.32,-78.18,-39.01,Yes
3469.08,471.19,14938.81,-70.91,18,border,0,3555.35,-19.77,-1105.91,-109.14,0,-1065.75,-90.36,-15.71,Yes
3504.16,434.55,15266.57,-114.06,20,middle,-78.66,3564.85,-162.33,-1101.3,-4.46,-67.94,-748.86,0,-115.43,No
4159.73,904.6,16167.66,-151.2,31,centroid,-23.47,3895.78,-21.6,-1095.06,-105.33,0,-912.26,-90.64,0,No
3614.85,391.46,16109.18,-10.82,25,border,0,3587.31,0,-1089.28,-30.64,0,-1089.28,-30.64,0,No
3941.73,238.1,18652.0,187.41,24,centroid,0,3718.37,0,-1089.11,0,0,-1020.72,0,0,No
3483.53,-515.56,20299.71,426.01,17,centroid,0,3621.97,0,-1088.68,-80.09,0,-884.26,-54.67,0,No
3588.42,419.18,15904.6,81.76,17,middle,0,3520.59,0,-1085.69,-46.3,0,-920.18,-30.27,0,No
3513.31,620.78,14338.01,-174.49,32,centroid,-38.95,3513.38,-31.38,-1080.5,-120.36,-53.12,-1075.05,-101.24,-59.51,Yes
3927.16,1505.28,11941.87,-234.52,18,centroid,-109.97,3720.83,-143.54,-1074.81,-107.51,-59.52,-627.64,-91.77,-81.1,No
3664.3,612.27,15197.07,-88.37,20,centroid,-5.16,3663.54,-46.46,-1073.57,-27.88,0,-865.51,-47.08,-26.48,No
3441.41,440.96,14939.51,-87.83,19,border,-4.27,3536.54,-28.77,-1072.17,-70.49,-6.87,-944.14,-76.75,-12.22,Yes
3515.99,422.16,15579.7,154.81,17,border,0,3710.02,0,-1070.34,-38.75,0,-929.59,-32.41,0,No
3471.77,1632.5,8977.36,-306.53,19,border,-179.27,3494.18,-169.02,-1065.99,-59.41,-172.61,-1065.99,-59.41,-172.61,No
3889.95,692.36,15952.55,-49.56,18,centroid,0,3761.88,0,-1065.89,-99.38,0,-1029.07,-71.07,0,No
3726.46,1249.62,12269.78,-160.22,20,centroid,-99.8,3598.35,-2.12,-1061.08,-69.9,-78.7,-892.0,-56.48,-23.55,No
3670.26,2163.82,7260.16,-380.83,18,border,-229.93,3631.35,-224.95,-1056.14,-95.57,-221.78,-438.05,-57.99,-226.05,No
4491.08,1361.79,15459.15,-262.25,25,centroid,-141.77,4064.73,-141.5,-1051.58,-134.41,-34.68,-969.08,-134.67,-86.12,No
3931.12,1092.13,13969.44,-315.7,30,middle,-191.93,3968.22,-149.83,-1050.46,-124.34,-111.69,-988.86,-129.2,-111.47,No
3500.5,-124.16,18411.51,403.48,18,border,0,3572.17,0,-1045.81,-66.02,0,-1034.72,-45.12,0,No
3744.14,633.58,15408.49,-202.04,18,centroid,-81.3,3569.35,-83.62,-1042.56,-112.62,-94.7,0,0,-88.05,Yes
3808.29,555.33,16218.19,-65.26,31,middle,-22.15,3607.15,-24.89,-1033.92,-121.45,-4.75,-799.28,-93.01,-2.99,Yes
3994.68,1149.19,14099.37,-179.26,35,border,-109.5,3717.62,-152.26,-1023.37,-109.5,-47.12,-1023.37,-109.5,-47.12,No
3691.48,551.93,15700.5,3.84,20,middle,0,3739.3,0,-1019.28,-2.64,0,-893.51,0,0,No
3656.16,1403.82,11011.16,-350.7,19,border,-205.11,3719.76,-148.0,-1018.61,-109.04,-91.52,-1018.61,-109.04,-91.52,No
3632.75,42.61,18160.62,293.91,26,middle,0,3663.83,0,-1016.75,-115.68,0,-927.41,-88.23,0,No
3630.33,928.97,13414.76,-128.84,21,centroid,-8.82,3703.53,-39.59,-1014.71,-88.33,0,-806.39,-69.81,-17.18,No
4087.97,781.49,16400.46,-184.71,25,centroid,-71.83,4012.04,-79.57,-1008.4,-43.64,-27.34,-954.79,-52.09,-43.85,No
3539.5,322.04,16049.68,-52.68,24,border,0,3583.17,0,-994.91,-29.84,0,-813.64,-22.64,0,No
4259.62,1377.83,14255.98,-214.16,43,centroid,-91.55,4267.05,-100.35,-978.18,-130.24,-56.26,-831.12,-116.56,-54.94,No
3703.95,-198.84,19666.22,213.18,17,centroid,0,3575.79,0,-976.98,-15.16,0,-870.46,-4.48,0,No
3433.25,1269.37,10750.46,-96.54,17,border,-1.34,3751.32,0,-970.81,-83.46,0,-827.41,-56.43,0,No
3776.96,1254.58,12429.75,-255.02,28,middle,-140.28,3843.44,-160.89,-967.26,-63.57,-71.59,-908.95,-81.42,-60.44,No
3733.04,143.26,17979.1,42.32,20,border,0,3847.03,0,-965.64,0,0,-903.64,0,0,No
4249.64,1272.91,14694.65,-264.63,31,centroid,-133.8,3889.21,-110.8,-955.8,-67.3,-47.63,-955.8,-67.3,-47.63,No
3629.26,1396.53,10981.06,-255.6,28,border,-127.6,4022.56,-143.18,-953.08,-160.7,-13.82,-739.73,-100.54,-58.93,No
3989.49,873.71,15462.98,-162.27,21,border,-18.22,4135.56,-51.73,-945.09,-133.48,-3.19,-748.57,-84.8,0,No
3474.22,886.62,12856.86,-113.61,18,centroid,-60.06,3567.82,-74.19,-941.47,-77.72,-43.65,-925.55,-105.94,-67.07,No
3656.05,1028.73,12911.46,-315.21,22,centroid,-234.37,3555.79,-192.76,-929.71,-60.24,-180.21,-864.46,-58.91,-162.08,No
3512.11,306.69,16049.49,31.34,19,border,0,3744.73,0,-926.9,-53.93,0,-757.15,0,0,No
3978.07,1435.64,12530.46,-254.35,17,centroid,-144.05,3944.37,-138.05,-916.8,-141.08,-103.32,-895.59,-135.78,-90.2,No
3480.24,1646.78,8939.09,-319.51,20,border,-187.37,3664.58,-149.28,-914.66,-62.25,-151.4,-714.88,-65.81,-127.95,No
4143.85,691.49,17046.07,-302.0,34,centroid,-164.44,4173.41,-165.01,-912.2,0,-102.15,-786.55,0,-115.33,No
3578.81,815.62,13712.36,-144.96,37,centroid,-53.9,3623.8,-76.06,-898.75,-49.67,-1.04,-745.97,-38.98,-35.41,No
4307.41,1503.96,13786.25,-323.38,20,middle,-162.39,3802.02,-182.7,-892.51,-93.75,-101.57,-804.75,-81.95,-99.05,No
3793.62,1934.51,9152.11,-200.85,19,border,-101.75,3643.28,-86.81,-887.99,-97.24,-53.56,-813.86,-92.33,-69.38,No
3483.39,-74.81,17928.7,192.8,18,middle,0,3597.21,0,-880.24,0,0,-831.05,0,0,No
3676.31,679.94,14843.65,-193.47,28,centroid,-53.39,3723.33,-28.85,-877.47,-50.98,-26.53,-877.47,-50.98,-26.53,No
3659.33,507.68,15657.56,-140.91,55,centroid,-62.65,3757.22,-112.78,-864.71,-43.77,-25.1,-850.88,-58.62,-72.8,No
3685.88,1718.94,9715.69,-166.64,29,middle,-74.05,3814.0,-48.62,-845.69,-45.99,-99.11,-802.41,-54.9,-26.87,No
3475.74,1253.31,11049.27,-88.02,29,border,0,3873.94,-30.32,-830.0,-157.64,0,-454.06,-76.37,0,No
4127.41,1053.14,15186.73,-258.48,44,centroid,-119.15,4028.89,-113.4,-765.57,-51.95,-49.63,-765.57,-51.95,-49.63,No
3468.03,-270.64,18851.11,220.83,18,middle,0,3644.75,0,-747.23,-1.71,0,-670.48,-1.37,0,No
3464.99,1127.11,11490.96,-277.82,24,border,-184.26,3818.55,-142.16,-732.18,-77.7,-124.05,-732.18,-77.7,-124.05,No
3847.24,1079.64,13916.32,109.63,25,centroid,0,3643.31,0,-566.96,-28.57,0,-566.96,-28.57,0,No
3810.92,504.93,16450.57,-111.15,36,centroid,-18.73,3765.8,-50.93,-559.99,-19.13,0,0,0,-23.63,No
3631.61,1247.89,11715.45,-284.38,22,middle,-172.8,3752.46,-164.28,-311.59,-18.66,-89.89,0,0,-110.64,No
3579.44,847.57,13563.57,-134.06,19,border,-22.71,3914.29,-38.32,0,0,-27.44,0,0,-27.44,No
3824.05,35.58,19113.59,239.74,17,middle,0,3669.57,0,0,0,0,0,0,0,No
3826.65,1778.62,9894.58,-483.8,18,centroid,-377.83,3751.27,-324.24,-1414.36,-183.5,-335.09,-1270.55,-168.74,-324.58,No
3778.67,1660.42,10438.79,-213.49,32,border,-115.47,3826.07,-176.02,-1370.58,-137.77,-106.94,-1134.77,-128.4,-147.9,No
3855.66,2970.16,3885.2,-759.24,22,border,-582.83,3793.27,-502.87,-1367.35,-186.39,-405.92,-1045.2,-112.94,-398.85,No
3772.63,1597.45,10736.5,-195.16,16,centroid,-128.54,3922.49,-139.99,-1361.95,-61.03,-143.27,-1034.75,-27.34,-107.0,No
3731.54,1603.83,10362.9,-385.91,23,middle,-244.43,3775.89,-268.98,-1348.73,-194.76,-229.34,-1110.8,-180.9,-257.58,No
3745.69,1843.26,9186.19,-456.4,20,border,-354.17,3879.46,-355.38,-1342.32,-88.54,-330.74,-1065.98,-62.9,-306.59,No
3706.42,2524.92,5436.19,-659.89,29,centroid,-472.04,3955.06,-452.49,-1309.74,-90.39,-396.32,-1152.83,-100.11,-437.23,No
3674.23,1788.19,9052.22,-529.18,17,border,-348.98,3813.75,-292.75,-1300.13,-150.0,-274.79,-889.34,-102.33,-236.31,No
3669.85,2293.66,6463.39,-584.63,31,centroid,-426.55,3761.39,-449.72,-1280.88,-193.58,-342.96,-1004.93,-83.05,-365.29,No
4385.16,1727.38,12935.3,-495.04,16,centroid,-342.63,4169.62,-280.84,-1273.14,-98.12,-278.6,-1094.62,-113.87,-294.37,No
4415.34,1428.68,14808.4,-174.88,17,middle,-63.43,3896.24,-1.25,-1272.62,-131.61,-50.78,-1038.98,-110.34,-40.69,No
4079.38,1939.7,10509.19,-264.86,18,centroid,-155.18,3842.34,-179.04,-1268.95,-12.79,-126.25,-923.59,0,-157.78,No
3801.12,1542.03,11060.17,-329.39,16,middle,-239.06,3971.52,-63.88,-1267.58,-81.6,-78.54,-856.85,-44.35,-55.11,No
4166.97,1825.52,11440.99,-372.78,20,centroid,-248.54,3895.97,-232.86,-1254.09,-197.36,-241.58,-1150.41,-166.21,-201.35,No
3836.33,1653.88,10657.56,-356.51,18,centroid,-231.66,3781.48,-254.47,-1241.27,-126.61,-214.13,-1068.23,-101.28,-227.37,No
4144.51,2478.88,7901.99,-596.62,25,middle,-428.26,4018.11,-406.94,-1227.28,-156.96,-395.58,-1096.74,-122.34,-365.73,No
4193.87,1139.34,15172.0,-140.87,17,middle,-60.95,3933.13,-105.23,-1220.86,-37.58,-41.89,-966.15,0,-31.71,No
3823.27,1134.8,13269.0,-242.69,18,centroid,-135.96,3913.2,-138.93,-1213.8,-78.91,-127.25,-1013.07,-75.62,-166.58,No
3805.39,1755.62,9974.81,-383.66,16,centroid,-237.44,3811.8,-270.91,-1206.99,-121.64,-226.8,-1092.57,-112.1,-235.91,No
3668.02,2004.27,7845.9,-661.96,16,border,-435.81,3873.77,-454.99,-1201.98,-91.88,-409.04,-1201.98,-91.88,-409.04,No
3935.28,1331.27,13244.71,314.56,16,border,0,3976.9,0,-1195.91,-119.76,0,-623.01,-30.94,0,No
3825.88,1593.08,10941.2,-311.89,17,centroid,-195.99,3786.35,-222.51,-1195.7,-131.3,-121.48,-1195.7,-131.3,-121.48,No
4174.01,983.39,16063.8,154.96,18,middle,0,4050.06,0,-1186.3,-34.52,0,-1041.09,-53.13,0,No
4224.41,2082.3,10604.5,-148.53,18,centroid,-57.32,3787.03,-38.72,-1163.2,-90.76,-28.99,-1129.38,-77.94,-26.22,No
3934.5,1627.37,11300.39,-329.36,16,middle,-219.67,3819.35,-227.7,-1147.77,-198.81,-221.85,-967.72,-150.85,-221.54,No
3864.08,1623.05,10793.99,-575.58,20,centroid,-389.6,3828.3,-395.65,-1130.49,-132.33,-357.97,0,0,-446.28,No
